id,question,option_a,option_b,option_c,option_d,correct_option,explanation,topic,difficulty
2135,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2136,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2137,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2138,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2139,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2140,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2141,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v20),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2142,Quel algorithme est asymétrique ? (v20),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2143,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v20),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2144,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2145,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2146,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2147,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2148,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2149,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2150,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2151,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2152,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2153,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v24),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2154,Quel algorithme est asymétrique ? (v24),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2155,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v24),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2156,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2157,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2158,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2159,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2160,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2161,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2162,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2163,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2164,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2165,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v28),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2166,Quel algorithme est asymétrique ? (v28),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2167,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v28),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2168,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2169,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2170,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2171,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2172,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2173,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2174,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2175,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2176,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2177,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v32),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2178,Quel algorithme est asymétrique ? (v32),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2179,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v32),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2180,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2181,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2182,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2183,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2184,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2185,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2186,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2187,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2188,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2189,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v36),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2190,Quel algorithme est asymétrique ? (v36),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2191,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v36),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2192,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2193,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2194,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2195,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2196,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2197,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2198,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2199,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2200,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2201,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v40),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2202,Quel algorithme est asymétrique ? (v40),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2203,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v40),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2204,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2205,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2206,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2207,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2208,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2209,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2210,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2211,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2212,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2213,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v44),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2214,Quel algorithme est asymétrique ? (v44),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2215,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v44),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2216,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2217,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2218,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2219,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2220,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2221,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2222,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2223,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2224,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2225,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v48),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2226,Quel algorithme est asymétrique ? (v48),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2227,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v48),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2228,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2229,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2230,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2231,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2232,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2233,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2234,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2235,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2236,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2237,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v52),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2238,Quel algorithme est asymétrique ? (v52),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2239,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v52),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2240,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2241,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2242,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2243,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2244,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2245,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2246,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2247,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2248,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2249,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v56),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2250,Quel algorithme est asymétrique ? (v56),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2251,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v56),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2252,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2253,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2254,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2255,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2256,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2257,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2258,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2259,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2260,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2261,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v60),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2262,Quel algorithme est asymétrique ? (v60),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2263,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v60),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
